author,fact,source,date,target
CiaraO'Rourke,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",Facebook posts,August2021,Fake
TomKertscher,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,Dan Stock,August2021,Fake
BillMcCarthy,Says D.C. police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,Instagram posts,July2021,Fake
MadisonCzopek,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,Facebook posts,July2021,Fake
CiaraO'Rourke,“U.S. military holding White House for Trump’s return.”,Facebook posts,July2021,Fake
JasonAsenso,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.”",Facebook posts,July2021,Fake
TomKertscher,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”,Erin Marie Olszewski,July2021,Fake
TomKertscher,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",Facebook posts,July2021,Fake
JasonAsenso,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,Facebook posts,July2021,Fake
JonGreenberg,"""Income taxes are voluntary.""",Facebook posts,July2021,Fake
BrandonMulder,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,Texas GOP,July2021,Fake
TomKertscher,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",Viral image,July2021,Fake
MoniqueCuret,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts,July2021,Fake
KelseySena,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts,"•22,",Fake
TomKertscher,"""Biden concedes 6 million votes.""",Facebook posts,July2021,Fake
KelseySena,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",Tweets,"•19,",Fake
KatieSanders,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,Viral image,July2021,Fake
KelseySena,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",Facebook posts,"•15,",Fake
CiaraO'Rourke,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,Viral image,July2021,Fake
D.L.Davis,“In 2020 we won (Wisconsin).”,Donald Trump,July2021,Fake
LauraSchulte,Says Republican leaders “are working hard to cover up election corruption in Wisconsin.”,Donald Trump,July2021,Fake
SamanthaPutterman,A video shows an animal chip scanner detecting a microchip where a woman was vaccinated.,Instagram posts,July2021,Fake
BillMcCarthy,“Muslim BTS fan accidentally plays the song 'Dynamite' instead of Azaan on loudspeakers at 4am; gets arrested.”,Instagram posts,July2021,Fake
KelseySena,Says Nancy Pelosi “said Trump is BEST PRESIDENT ever” and “holds new election” for him,Facebook posts,"•30,",Fake
AmySherman,“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.,Donald Trump,June2021,Fake
KiannahSepeda-Miller,“Prairie State power plant is the cleanest coal-fired power plant in the nation.”,Rodney Davis,June2021,Fake
JasonAsenso,Image shows Harvard email terminating a student over social media accounts.,Viral image,August2021,Fake
CiaraO'Rourke,Says “Nancy Pelosi has been executed.”,Viral image,August2021,Fake
LauraSchulte,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",Rachel Campos-Duffy,August2021,Fake
CiaraO'Rourke,“Rand Paul’s medical license was just revoked!”,Facebook posts,August2021,Fake
CiaraO'Rourke,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",Facebook posts,August2021,Fake
TomKertscher,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,Dan Stock,August2021,Fake
BillMcCarthy,Says D.C. police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,Instagram posts,July2021,Fake
MadisonCzopek,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,Facebook posts,July2021,Fake
CiaraO'Rourke,“U.S. military holding White House for Trump’s return.”,Facebook posts,July2021,Fake
JasonAsenso,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.”",Facebook posts,July2021,Fake
TomKertscher,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”,Erin Marie Olszewski,July2021,Fake
TomKertscher,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",Facebook posts,July2021,Fake
JasonAsenso,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,Facebook posts,July2021,Fake
JonGreenberg,"""Income taxes are voluntary.""",Facebook posts,July2021,Fake
BrandonMulder,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,Texas GOP,July2021,Fake
TomKertscher,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",Viral image,July2021,Fake
MoniqueCuret,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts,July2021,Fake
KelseySena,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts,"•22,",Fake
TomKertscher,"""Biden concedes 6 million votes.""",Facebook posts,July2021,Fake
KelseySena,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",Tweets,"•19,",Fake
KatieSanders,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,Viral image,July2021,Fake
KelseySena,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",Facebook posts,"•15,",Fake
CiaraO'Rourke,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,Viral image,July2021,Fake
D.L.Davis,“In 2020 we won (Wisconsin).”,Donald Trump,July2021,Fake
LauraSchulte,Says Republican leaders “are working hard to cover up election corruption in Wisconsin.”,Donald Trump,July2021,Fake
SamanthaPutterman,A video shows an animal chip scanner detecting a microchip where a woman was vaccinated.,Instagram posts,July2021,Fake
BillMcCarthy,“Muslim BTS fan accidentally plays the song 'Dynamite' instead of Azaan on loudspeakers at 4am; gets arrested.”,Instagram posts,July2021,Fake
KelseySena,Says Nancy Pelosi “said Trump is BEST PRESIDENT ever” and “holds new election” for him,Facebook posts,"•30,",Fake
AmySherman,“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.,Donald Trump,June2021,Fake
KiannahSepeda-Miller,“Prairie State power plant is the cleanest coal-fired power plant in the nation.”,Rodney Davis,June2021,Fake
JasonAsenso,Image shows Harvard email terminating a student over social media accounts.,Viral image,August2021,Fake
CiaraO'Rourke,Says “Nancy Pelosi has been executed.”,Viral image,August2021,Fake
LauraSchulte,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",Rachel Campos-Duffy,August2021,Fake
CiaraO'Rourke,“Rand Paul’s medical license was just revoked!”,Facebook posts,August2021,Fake
CiaraO'Rourke,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",Facebook posts,August2021,Fake
TomKertscher,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,Dan Stock,August2021,Fake
BillMcCarthy,Says D.C. police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,Instagram posts,July2021,Fake
MadisonCzopek,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,Facebook posts,July2021,Fake
CiaraO'Rourke,“U.S. military holding White House for Trump’s return.”,Facebook posts,July2021,Fake
JasonAsenso,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.”",Facebook posts,July2021,Fake
TomKertscher,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”,Erin Marie Olszewski,July2021,Fake
TomKertscher,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",Facebook posts,July2021,Fake
JasonAsenso,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,Facebook posts,July2021,Fake
JonGreenberg,"""Income taxes are voluntary.""",Facebook posts,July2021,Fake
BrandonMulder,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,Texas GOP,July2021,Fake
TomKertscher,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",Viral image,July2021,Fake
MoniqueCuret,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts,July2021,Fake
KelseySena,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts,"•22,",Fake
TomKertscher,"""Biden concedes 6 million votes.""",Facebook posts,July2021,Fake
KelseySena,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",Tweets,"•19,",Fake
KatieSanders,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,Viral image,July2021,Fake
KelseySena,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",Facebook posts,"•15,",Fake
CiaraO'Rourke,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,Viral image,July2021,Fake
D.L.Davis,“In 2020 we won (Wisconsin).”,Donald Trump,July2021,Fake
LauraSchulte,Says Republican leaders “are working hard to cover up election corruption in Wisconsin.”,Donald Trump,July2021,Fake
SamanthaPutterman,A video shows an animal chip scanner detecting a microchip where a woman was vaccinated.,Instagram posts,July2021,Fake
BillMcCarthy,“Muslim BTS fan accidentally plays the song 'Dynamite' instead of Azaan on loudspeakers at 4am; gets arrested.”,Instagram posts,July2021,Fake
KelseySena,Says Nancy Pelosi “said Trump is BEST PRESIDENT ever” and “holds new election” for him,Facebook posts,"•30,",Fake
AmySherman,“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.,Donald Trump,June2021,Fake
KiannahSepeda-Miller,“Prairie State power plant is the cleanest coal-fired power plant in the nation.”,Rodney Davis,June2021,Fake
JasonAsenso,Image shows Harvard email terminating a student over social media accounts.,Viral image,August2021,Fake
CiaraO'Rourke,Says “Nancy Pelosi has been executed.”,Viral image,August2021,Fake
LauraSchulte,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",Rachel Campos-Duffy,August2021,Fake
CiaraO'Rourke,“Rand Paul’s medical license was just revoked!”,Facebook posts,August2021,Fake
CiaraO'Rourke,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",Facebook posts,August2021,Fake
TomKertscher,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,Dan Stock,August2021,Fake
